country,description,designation,points,price,province,region_1,title,variety,year,category,price_range
United States,"It's rare to see Sémillon coming out of this esteemed vineyard. This somewhat unusual wine brings bright aromas of lime verbena, pear and herb that lead to lean dry, lightly smoky flavors backed by tart acidity.",Tauro Block Boushey Vineyard,88,20.0,Washington,Yakima Valley,Block Wines 2015 Tauro Block Boushey Vineyard Semillon (Yakima Valley),Sémillon,2015.0,3/6 Very Good,Up to 20€
United States,"A ripe and tasty style of Zinfandel from a grand old name in the Sierra Foothills. The maple and brown sugar tones from new oak integrate well with ripe but not overripe fruit flavors. Touches of clove and black pepper come out as you sip, adding welcome nuances.",Premier Old Vine,91,20.0,California,Amador County,Renwood 2011 Premier Old Vine Zinfandel (Amador County),Zinfandel,2011.0,4/6 Excellent,Up to 20€
United States,"Exceptionally rich and sensual, this single-vineyard beauty has finely ground, dusty tannins. The fruit veers toward sour cherry candy, with a jacket of sweet, toasty oak. Drink now–2016.",Chicken Ranch Vineyard,90,40.0,California,Rutherford,Trinchero 2010 Chicken Ranch Vineyard Merlot (Rutherford),Merlot,2010.0,4/6 Excellent,Up to 50€
United States,"Bold and ripe in taste, this full-bodied wine packs in plump blackberry and boysenberry flavors, a rich texture from firm tannins and lip-smacking acidity that keeps it lively. Slow-cooked ribs, anyone?",Estate,89,35.0,California,Shenandoah Valley (CA),Easton 2012 Estate Zinfandel (Shenandoah Valley (CA)),Zinfandel,2012.0,3/6 Very Good,Up to 50€
United States,"Shows lots of lusciousness, with rich raspberry, cherry and cola flavors spiced up with cinnamon, anise and nutmeg. The body is silky, just the way Pinot Noir should be. Probably at its best now and for a year or two.",Stephanie's Vineyard,87,30.0,California,Green Valley,River Road 2006 Stephanie's Vineyard Pinot Noir (Green Valley),Pinot Noir,2006.0,3/6 Very Good,Up to 50€
United States,"The star of the single-clone lineup, this feels like a truly complete wine, with pinpoint focus. Complex fruit flavors mix berries and cherries with a touch of spice. Lively and detailed, this perfectly balanced wine does not push too hard, and delivers intriguing aromatics threaded with baking spices and a lingering finish. Drink 2020 through 2030.",Pommard Clone,92,50.0,Oregon,Willamette Valley,Amalie Robert 2011 Pommard Clone Pinot Noir (Willamette Valley),Pinot Noir,2011.0,4/6 Excellent,Up to 50€
United States,"The first harvest from the De Portola Vineyard, this aged wine shows a mysteriously inviting character on the nose and palate. Aromas of cinnamon, strawberry jam on toast, mace and plums lead into a palate decorated by cherry and berry juice mulled by licorice and sandalwood.",Hesperus,92,40.0,California,Temecula Valley,Gershon Bachus 2008 Hesperus Grenache (Temecula Valley),Grenache,2008.0,4/6 Excellent,Up to 50€
United States,"Textbook Russian River Zin, this is a big, powerful, lusty wine, with a briary, brambly profile. It's enormously complex in flavor, offering notes of fresh summer berry, cola, licorice, dark chocolate and leather that are delicious and savory. It's also a little overripe, which brings raisin and prune notes. It's a great barbecue wine.",Block 1910,88,48.0,California,Russian River Valley,Limerick Lane 2009 Block 1910 Zinfandel (Russian River Valley),Zinfandel,2009.0,3/6 Very Good,Up to 50€
United States,"Smooth, lusty and sweet in fruit, this Zin brims with jammy flavors of cherries, blackberries and currants. The cinnamon and pepper spices suggest drinking with spicy meat and poultry dishes.",Red Label Diamond Collection,85,16.0,California,California,Francis Coppola 2009 Red Label Diamond Collection Zinfandel (California),Zinfandel,2009.0,2/6 Good,Up to 20€
United States,"From vines more than 90-years-old, this is a refreshingly restrained and elegant wine, earthy in grilled mushroom and cherry-berry juiciness, braced in firm acidity. Cocoa and nutmeg provide compelling seasonings that linger on the finish.",Collins Holystone Vineyard Old Vine,90,35.0,California,St. Helena,Benessere 2013 Collins Holystone Vineyard Old Vine Zinfandel (St. Helena),Zinfandel,2013.0,4/6 Excellent,Up to 50€
United States,"This wine offers a full-bodied lushness on the palate and a mix of preserved lemon and dried herb flavors that veer tart against the riper backdrop of sweet, peach-like fruit.",Classic,87,18.0,California,Napa Valley,Napa Cellars 2015 Classic Sauvignon Blanc (Napa Valley),Sauvignon Blanc,2015.0,3/6 Very Good,Up to 20€
United States,"Amador Foothill's Clockspring Zin is aromatically reminiscent of its Rosato, with wafts of watermelon and pomegranate and a back splash of black pepper. Young still, enjoy with light barbecue fare, such as grilled chicken with salsa.",Clockspring Vineyard,86,18.0,California,Shenandoah Valley (CA),Amador Foothill Winery 2011 Clockspring Vineyard Zinfandel (Shenandoah Valley (CA)),Zinfandel,2011.0,2/6 Good,Up to 20€
United States,"Crisp and fresh aromas of lime sorbet and iced apple flesh greet the nose on this Riboli family bottling. The palate is steely and bright, with Anjou pear flesh, a bit of smoke and some red-apple ripeness.",Estate Reserve,88,18.0,California,Monterey,San Simeon 2014 Estate Reserve Chardonnay (Monterey),Chardonnay,2014.0,3/6 Very Good,Up to 20€
United States,"This is the first time a Cabernet Franc has been made at Spring Valley since 2003. It's rich and earthy, tannic and concentrated, with plum and black cherry dusted with light mocha. Smooth and supple in the mouth, it glides into a tasty finish with toasted almonds.",Katherine Corkrum,91,50.0,Washington,Walla Walla Valley (WA),Spring Valley Vineyard 2007 Katherine Corkrum Cabernet Franc (Walla Walla Valley (WA)),Cabernet Franc,2007.0,4/6 Excellent,Up to 50€
United States,"This wine is a blend of fruit from Canoe Ridge, Wallula and Wahluke Slope vineyards. Aromas of dried herbs and leaves, green pepper and cherry are followed by a fruit-filled palate. The tannins come off as a bit scratchy.",Reserve,88,25.0,Washington,Horse Heaven Hills,Canoe Ridge 2013 Reserve Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,2013.0,3/6 Very Good,Up to 50€
United States,"A white Bordeaux-style blend, crisp and edgy, with green fruit flavors sporting a citrusy kick. Young, tight and tart, it shows its alcohol on the angular finish.",Updraft,86,17.0,Washington,Columbia Valley (WA),Cloudlift Cellars 2010 Updraft White (Columbia Valley (WA)),Bordeaux-style White Blend,2010.0,2/6 Good,Up to 20€
United States,"This is a barrel selection, from those lots determined by winemaker Brian Carter to offer more aging potential. In other words, it's a L'Etalon reserve, fragrant and offering scents and flavors of strawberry jam, berries galore, and fine-tuned acids and tannins.",Solesce Red Wine,90,58.0,Washington,Columbia Valley (WA),Brian Carter Cellars 2004 Solesce Red Wine Red (Columbia Valley (WA)),Red Blend,2004.0,4/6 Excellent,Up to 100€
United States,"This spicy, powerful Zinfandel has 10% of Petite Sirah blended in, which adds depth, richness and tannins. You can call the resulting wine rustic, in the sense of its wild berry and spice flavors and briary, brambly mouthfeel. But it's also classic Dry Creek Valley. Drink over the next few years with barbecue, or try a Mexican-inspired beef dish.",Quest,90,38.0,California,Dry Creek Valley,Quivira 2009 Quest Zinfandel (Dry Creek Valley),Zinfandel,2009.0,4/6 Excellent,Up to 50€
United States,"Somewhat reduced on the nose, this 100% varietal and estate-grown wine is soft and supple with a tannic backbone, brooding in dark plum and spicy leather.",Estate,88,45.0,California,Calistoga,Madrigal 2012 Estate Tempranillo (Calistoga),Tempranillo,2012.0,3/6 Very Good,Up to 50€
United States,"This is a breath of fresh air, a single-vineyard designate sparkler made from Tempranillo that's refreshing and salty. Dry, it tastes of gelato, pomegranate, raspberry, cherry and strawberry—swirls of light-bodied flavor that replenish the palate with every sip.",Luc's Vineyard Brut Rosé,90,28.0,California,Sonoma,Sheldon 2016 Luc's Vineyard Brut Rosé Sparkling,Sparkling Blend,2016.0,4/6 Excellent,Up to 50€
United States,"Exotically spiced mulberry and red currant aromas meet sumac, clove and sweet rose petal scents on the nose of this bottling from a promising new project by Jennifer Hoage. The palate blends dried sage, juniper and pine needle flavors with cherry and red plum fruit, showing complexity but a light texture.",La Encantada Vineyard,92,75.0,California,Sta. Rita Hills,Decroux 2015 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,2015.0,4/6 Excellent,Up to 100€
United States,"Sonoma County's Coturri, an early advocate of organic farming and old-fashioned winemaking, has made a tiny amount of Charbono, a hybrid of Nebbiolo and Grenache. Grown at Testa in Mendocino, a great source of many heritage varieties, including Zinfandel and Carignane, this Charbono is grapey and rustic with a fair amount of acidity throughout.",Testa Vineyards,87,30.0,California,Mendocino County,Coturri Winery 2007 Testa Vineyards Charbono (Mendocino County),Charbono,2007.0,3/6 Very Good,Up to 50€
United States,"Aromas of wood smoke and grilled meat set up bold smoky, peppery flavors in this complex, spicy and full-bodied wine. The savory beefy aspects are a pleasure to taste and there is a good foundation of mild tannins and solid cherry flavors.",Estate,90,25.0,California,El Dorado,Cedarville Vineyard 2014 Estate Zinfandel (El Dorado),Zinfandel,2014.0,4/6 Excellent,Up to 50€
United States,"Baked strawberry and a bittersweet note of cherry play off the palate around a medium-bodied frame of subtle tannin and oak. Dried cranberry comes in as a secondary detail, before the wine finishes in a blaze of leather and black tea.",Sonoma Estates,87,25.0,California,Sonoma Coast,Chateau St. Jean 2013 Sonoma Estates Pinot Noir (Sonoma Coast),Pinot Noir,2013.0,3/6 Very Good,Up to 50€
United States,"This is the first vintage for Upright—100% Klipsun Vineyard and 100% varietal Merlot. Thick and syrupy, it's a full throttle wine, with deep flavors of berry, cherry and cassis. Red licorice lightly streaks through the back end, and the wine makes a smooth landing on a strip of Bourbon barrel notes.",Upright Klipsun Vineyard,92,39.0,Washington,Red Mountain,Efeste 2010 Upright Klipsun Vineyard Merlot (Red Mountain),Merlot,2010.0,4/6 Excellent,Up to 50€
United States,"Aromas of sweet barrel spices, dried flowers, herbs and dark fruit lead to tart cherry flavors and a cranberry-filled finish.",Barrel Select Reserve,89,21.0,Washington,Washington,3 Horse Ranch Vineyards 2011 Barrel Select Reserve Merlot (Washington),Merlot,2011.0,3/6 Very Good,Up to 50€
United States,"Nice to see such a nice Merlot from Château Julien, their best ever. It does what Merlot should, being dry and lush, with complex sour cherry, currant, herb, cocoa and spice flavors wrapped into smooth tannins. A lovely wine for drinking now.",Private Reserve,90,42.0,California,Monterey County,Château Julien 2007 Private Reserve Merlot (Monterey County),Merlot,2007.0,4/6 Excellent,Up to 50€
United States,"This sparkler was made from a majority of Chardonnay with a seasoning of Pinot Noir, the grapes grown at Hyde Vineyard, among other sites within the appellation. A doughy, tart wine, it brightly expresses green apple, orange, grapefruit and a more developed creaminess of biscotti, delighting in a persistence of lemon zest.",Methode Traditionelle Brut,93,75.0,California,Carneros,Schramsberg 2011 Methode Traditionelle Brut Sparkling (Carneros),Sparkling Blend,2011.0,4/6 Excellent,Up to 100€
United States,"The alcohol is refreshingly moderate in this dry, silky Pinot. The flavors are quite complex, suggesting wild cherries and raspberries, mushrooms, cola and sandalwood, with hints of balsam and herbs. The wine should age well, but the acidic sharpness on the finish will always be prominent.",Occidental Vineyard,87,120.0,California,Sonoma Coast,Evening Land 2011 Occidental Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,2011.0,3/6 Very Good,Up to 500€
United States,"Though it seems quite light on first impression, that is a bit deceptive. The biodynamic grapes show a muted earthiness, while over time the cranberry and raspberry flavors gain focus and concentration in the mouth. A graceful, nicely proportioned wine, with some stem and grip to the tannins.",Momtazi Vineyard,91,40.0,Oregon,McMinnville,Kelley Fox 2007 Momtazi Vineyard Pinot Noir (McMinnville),Pinot Noir,2007.0,4/6 Excellent,Up to 50€
United States,"A dusty, cigar-smoke character on the nose of this blend of 52% Syrah and 48% Cabernet Sauvignon spices up aromas of strawberry fruit and rotting roses. The palate combines complex cranberry fruits with Kalamata olive, thyme and pencil lead.",Bilancio,88,40.0,California,Monterey,Pianetta 2013 Bilancio Syrah-Cabernet Sauvignon (Monterey),Syrah-Cabernet Sauvignon,2013.0,3/6 Very Good,Up to 50€
United States,"This rich, layered red wine is a bit jammy and assertive now, and will benefit from a couple years of cellaring to settle down. It's forward and ripe with cherry and raspberry jam, mocha, roasted almond and cinnamon flavors. A little heavy and heady, yet strangely compelling, and certainly scores high on the deliciousness factor.",Rossi Vineyard Orion,90,90.0,California,St. Helena,Sean Thackrey 2010 Rossi Vineyard Orion Red (St. Helena),Rhône-style Red Blend,2010.0,4/6 Excellent,Up to 100€
